Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
SSD,,Liteonit,LMT-256M6M mSATA 256GB,491,71.9,1675,https://ssd.userbenchmark.com/SpeedTest/2486/LITEONIT-LMT-256M6M-mSATA-256GB
SSD,R3SL120G,AMD,Radeon R3 120GB,492,71.8,1246,https://ssd.userbenchmark.com/SpeedTest/124132/R3SL120G
SSD,SSDSC2CW180A3,Intel,520 Series 180GB,493,71.8,4725,https://ssd.userbenchmark.com/SpeedTest/4086/INTEL-SSDSC2CW180A3
SSD,ASU650SS-240GT-C,Adata,SU650 240GB,494,71.8,3235,https://ssd.userbenchmark.com/SpeedTest/351933/ADATA-SU650
SSD,SSDSC2BF240A4L,Intel,SSD Pro 1500 Series 240GB,495,71.8,1821,https://ssd.userbenchmark.com/SpeedTest/6255/INTEL-SS-DSC2BF240A4L
SSD,SSDSC2BF240A401,Intel,SSD Pro 1500 Series 240GB,495,71.8,1821,https://ssd.userbenchmark.com/SpeedTest/6255/INTEL-SS-DSC2BF240A4L
SSD,ASU650SS-480GT-C,Adata,SU650 480GB,496,71.7,1127,https://ssd.userbenchmark.com/SpeedTest/434166/ADATA-SU650
SSD,TS128GMTS800,Transcend,MTS800 M.2 128GB,497,71.6,2049,https://ssd.userbenchmark.com/SpeedTest/22385/TS128GMTS800
SSD,TS240GSSD220S,Transcend,SSD220 240GB,498,71.6,2789,https://ssd.userbenchmark.com/SpeedTest/129705/TS240GSSD220S
SSD,AS511S3-240GM-C,Adata,S511 240GB,499,71.6,35,https://ssd.userbenchmark.com/SpeedTest/2462/ADATA-SS-D-S511-240GB
SSD,SA400S37/480G,Kingston,A400 480GB,500,71.5,3332,https://ssd.userbenchmark.com/SpeedTest/296710/KINGSTON-SA400S37480G
SSD,,Toshiba,THNSNH256G8NT 256GB,501,71.4,177,https://ssd.userbenchmark.com/SpeedTest/12184/TOSHIBA-THNSNH256G8NT
SSD,SSDSC2BW180A4,Intel,530 Series 180GB,502,71.4,1558,https://ssd.userbenchmark.com/SpeedTest/4282/INTEL-SSDSC2BW180A4
SSD,,Samsung,SM841 mSATA 128GB,503,71.2,324,https://ssd.userbenchmark.com/SpeedTest/6657/SAMSUNG-SSD-SM841-mSATA-128GB
SSD,,Samsung,SM841N mSATA 128GB,504,71.2,58,https://ssd.userbenchmark.com/SpeedTest/13601/SAMSUNG-SSD-SM841N-mSATA
SSD,VTX3MI-25SAT3-240G,OCZ,Vertex 3 MAX IOPS 240GB,505,71.2,673,https://ssd.userbenchmark.com/OCZ-Vertex-3-MAX-IOPS-240GB/Rating/376
SSD,,Liteonit,L8T-128L6G-HP 128GB,506,71.1,149,https://ssd.userbenchmark.com/SpeedTest/4986/LITEONIT-L8T-128L6G-HP
SSD,,Liteonit,LCT-512M3S 512GB,507,71.1,78,https://ssd.userbenchmark.com/SpeedTest/5388/LITEONIT-LCT-512M3S
SSD,,Samsung,MZ7TE512HMHP-000 512GB,508,70.9,1619,https://ssd.userbenchmark.com/SpeedTest/10608/SAMSUNG-MZ7TE512HMHP-000
SSD,SD7SN3Q-256G-1002,SanDisk,X300s SATA M.2 256GB,509,70.9,390,https://ssd.userbenchmark.com/SpeedTest/25276/SanDisk-SD7SN3Q256G1002
SSD,ST120HM000,Seagate,600 120GB,510,70.8,358,https://ssd.userbenchmark.com/Seagate-600-120GB/Rating/1891
SSD,SSDSC2KW128G8,Intel,545s Series 128GB,511,70.8,376,https://ssd.userbenchmark.com/SpeedTest/372338/INTEL-SSDSC2KW128G8
SSD,,Samsung,SM841N mSATA 256GB,512,70.8,244,https://ssd.userbenchmark.com/SpeedTest/17959/SAMSUNG-SSD-SM841N-mSATA
SSD,SD6SF1M-256G-1022,SanDisk,X110 mSATA 256GB,513,70.8,143,https://ssd.userbenchmark.com/SpeedTest/10872/SanDisk-SD6SF1M256G1022
SSD,,Toshiba,THNSNS120GBSP 120GB,514,70.7,48,https://ssd.userbenchmark.com/SpeedTest/7190/TOSHIBA-THNSNS120GBSP
SSD,SKC300S37A/240G,Kingston,SSDNow KC300 240GB,515,70.7,891,https://ssd.userbenchmark.com/SpeedTest/8366/KINGSTON-SKC300S37A240G
SSD,,Samsung,SM841 mSATA 256GB,516,70.7,562,https://ssd.userbenchmark.com/SpeedTest/4244/SAMSUNG-SSD-SM841-mSATA-256GB
SSD,SUV400S37/240G,Kingston,SSDNow UV400 240GB,517,70.6,38617,https://ssd.userbenchmark.com/SpeedTest/137815/KINGSTON-SUV400S37240G
SSD,,Goodram,C50 240GB,518,70.6,15,https://ssd.userbenchmark.com/SpeedTest/7031/GOODRAM-C50
SSD,SVP200S37A120G,Kingston,SSDNow V+200 Series 120GB,519,70.5,147,https://ssd.userbenchmark.com/SpeedTest/1218/KINGSTON-SVP200S3120G
SSD,,Liteonit,LMT-19nmBGA-256G-DS 256GB,520,70.5,34,https://ssd.userbenchmark.com/SpeedTest/4373/LITEONIT-LMT-19nmBGA-256G-DS
SSD,VTX3MI-25SAT3-120G,OCZ,Vertex 3 MAX IOPS 120GB,521,70.4,1304,https://ssd.userbenchmark.com/SpeedTest/1201/OCZ-VERTEX3-MI
SSD,VTX3-25SAT3-256G,OCZ,Vertex 3 256GB,522,70.4,29,https://ssd.userbenchmark.com/SpeedTest/5486/OCZ-VERTEX3
SSD,SD7UB3Q-128G-1122,SanDisk,X300s SATA 128GB,523,70.4,80,https://ssd.userbenchmark.com/SpeedTest/17035/SanDisk-SD7UB3Q128G1122
SSD,SSD7CS900-960-RB,PNY,CS900 960GB,524,70.3,54,https://ssd.userbenchmark.com/SpeedTest/443150/PNY-CS900-960GB-SSD
SSD,,Liteonit,LMT-256M6M-HP 256GB,525,70.2,146,https://ssd.userbenchmark.com/SpeedTest/7110/LITEONIT-LMT-256M6M-HP
SSD,SSDSC2KW120H6,Intel,540s Series 120GB,526,70.1,1652,https://ssd.userbenchmark.com/SpeedTest/127931/INTEL-SSDSC2KW120H6
SSD,SHFS37A/240G,HyperX,Fury 240GB,527,70.1,11301,https://ssd.userbenchmark.com/SpeedTest/13145/KINGSTON-SHFS37A240G
SSD,MZ-7PC512B/WW,Samsung,830 512GB,528,70,703,https://ssd.userbenchmark.com/SpeedTest/1612/SAMSUNG-SSD-830-Series
SSD,GP-GSTFS31120GNTD,Gigabyte,SSD 120GB,529,70,269,https://ssd.userbenchmark.com/SpeedTest/547719/GIGABYTE-GP-GSTFS31120GNTD
SSD,,Samsung,PM810 2.5" 7mm 256GB,530,70,6,https://ssd.userbenchmark.com/SpeedTest/1708/SAMSUNG-SSD-PM810-25--7mm-256GB
SSD,SSDSC2CT180A3,Intel,330 Series 180GB,531,69.9,2324,https://ssd.userbenchmark.com/SpeedTest/261/INTEL-SSDSC2CT180A3
SSD,CT960BX200SSD1,Crucial,BX200 960GB,532,69.8,454,https://ssd.userbenchmark.com/Crucial-BX200-960GB/Rating/3628
SSD,TS128GSSD370,Transcend,SSD370 128GB,533,69.7,1824,https://ssd.userbenchmark.com/Transcend-SSD370-128GB/Rating/2699
SSD,SSDMCEAC240B301,Intel,525 Series mSATA 240GB,534,69.6,65,https://ssd.userbenchmark.com/Intel-525-Series-mSATA-240GB/Rating/1509
SSD,CT240M500SSD3,Crucial,M500 mSATA 240GB,535,69.6,703,https://ssd.userbenchmark.com/SpeedTest/4823/Crucial--CT240M500SSD3
SSD,,Samsung,MZMTE512HMHP-00000 512GB,536,69.6,172,https://ssd.userbenchmark.com/SpeedTest/5246/SAMSUNG-MZMTE512HMHP-00000
SSD,,Samsung,SM841N mSATA 512GB,537,69.6,185,https://ssd.userbenchmark.com/SpeedTest/11367/SAMSUNG-SSD-SM841N-mSATA
SSD,,Toshiba,THNSNF128GCSS 128GB,538,69.5,659,https://ssd.userbenchmark.com/SpeedTest/5540/TOSHIBA-THNSNF128GCSS
SSD,,Toshiba,THNSNF128GMCS 128GB,539,69.4,653,https://ssd.userbenchmark.com/SpeedTest/1596/TOSHIBA-THNSNF128GMCS
SSD,SD8SB8U-256G-1122,SanDisk,X400 256GB,540,69.4,713,https://ssd.userbenchmark.com/SpeedTest/81834/SanDisk-SD8SB8U256G1122
SSD,CSSD-F120GBGT-BK,Corsair,Force GT 120GB,541,69.4,5537,https://ssd.userbenchmark.com/SpeedTest/1263/Corsair-Force-GT
SSD,MZ-7PC256B/WW,Samsung,830 256GB,542,69.4,9011,https://ssd.userbenchmark.com/Samsung-830-256GB/Rating/1387
SSD,ASP610SS3-128GM-C,Adata,Premier SP610 128GB,543,69.3,366,https://ssd.userbenchmark.com/SpeedTest/13709/ADATA-SP610
SSD,SSDSC2CT180A4K5,Intel,335 Series 180GB,544,69.3,1191,https://ssd.userbenchmark.com/SpeedTest/1641/INTEL-SSDSC2CT180A4
SSD,,Adata,S510 120GB,545,69.3,326,https://ssd.userbenchmark.com/SpeedTest/1908/ADATA-SSD-S510-120GB
SSD,,Samsung,SM841 mSATA 512GB,546,69.3,322,https://ssd.userbenchmark.com/SpeedTest/4000/SAMSUNG-SSD-SM841-mSATA-512GB
SSD,SSDSC2CT240A3,Intel,330 Series 240GB,547,69.2,873,https://ssd.userbenchmark.com/SpeedTest/3643/INTEL-SSDSC2CT240A3
SSD,SSD2SC240GE2DA16B-T,PNY,XLR8 Pro 240GB,548,69.2,31,https://ssd.userbenchmark.com/SpeedTest/19864/SSD2SC240GE2DA16B-T
SSD,SD6SN1M-256G,SanDisk,X110 SATA M.2 256GB,549,69.1,576,https://ssd.userbenchmark.com/SpeedTest/10522/SanDisk-SD6SN1M-256G-1006
SSD,,Team,XS3 SSD 240GB,550,69.1,17,https://ssd.userbenchmark.com/SpeedTest/8108/TEAM-XS3-SSD
SSD,,Liteonit,LMT-128M6M mSATA 128GB,551,69,656,https://ssd.userbenchmark.com/SpeedTest/5385/LITEONIT-LMT-128M6M-mSATA-128GB
SSD,HG5D,Toshiba,HG5d SATA M.2 128GB,552,69,184,https://ssd.userbenchmark.com/SpeedTest/6450/TOSHIBA-THNSNH128G8NT
SSD,THNSNH128G8NT,Toshiba,HG5d SATA M.2 128GB,552,69,184,https://ssd.userbenchmark.com/SpeedTest/6450/TOSHIBA-THNSNH128G8NT
SSD,ASX900S3-128GM-C,Adata,XPG SX900 128GB,553,68.9,2445,https://ssd.userbenchmark.com/Adata-XPG-SX900-128GB/Rating/3491
SSD,,Liteonit,LMT-128M6M 128GB,554,68.9,439,https://ssd.userbenchmark.com/SpeedTest/4933/LITEONIT-LMT-128M6M
SSD,TS256GSSD720,Transcend,SD720 256GB,555,68.9,120,https://ssd.userbenchmark.com/SpeedTest/11778/TS256GSS-TS256GSSD720
SSD,AGT4-25SAT3-256G,OCZ,Agility 4 256GB,556,68.7,529,https://ssd.userbenchmark.com/OCZ-Agility-4-256GB/Rating/1606
SSD,CSSD-F128GBLX,Corsair,Force LX 128GB,557,68.7,886,https://ssd.userbenchmark.com/SpeedTest/12531/CORSAIR-FORCE-LX-SSD
SSD,MKNSSDCR240GB-DX,Mushkin,Chronos Deluxe 240GB,558,68.7,850,https://ssd.userbenchmark.com/Mushkin-Chronos-Deluxe-240GB/Rating/1820
SSD,SD7SB3Q-128G-1002,SanDisk,X300s Non-Secure 128GB,559,68.6,900,https://ssd.userbenchmark.com/SpeedTest/21087/SanDisk-SD7SB3Q128G1002
SSD,,Team,L3 SSD 240GB,560,68.6,248,https://ssd.userbenchmark.com/SpeedTest/6481/TEAM-L3-SSD-240GB
SSD,SSDSC2BF180A4L,Intel,SSD Pro 1500 Series 180GB,561,68.6,2226,https://ssd.userbenchmark.com/SpeedTest/2904/INTEL-SSDSC2BF180A4L
SSD,SSDSC2BF180A401,Intel,SSD Pro 1500 Series 180GB,561,68.6,2226,https://ssd.userbenchmark.com/SpeedTest/2904/INTEL-SSDSC2BF180A4L
SSD,MKNSSDTR240GB,Mushkin,Triactor 240GB,562,68.5,239,https://ssd.userbenchmark.com/SpeedTest/76610/MKNSSDTR240GB
SSD,MZ-7TD250BW,Samsung,840 250GB,563,68.4,14251,https://ssd.userbenchmark.com/Samsung-840-250GB/Rating/1510
SSD,SSD7CS900-240-RB,PNY,CS900 240GB,564,68.4,3351,https://ssd.userbenchmark.com/SpeedTest/180142/PNY-CS900-240GB-SSD
SSD,ASP900S3-128GM-C,Adata,Premier Pro SP900 128GB,565,68.1,1495,https://ssd.userbenchmark.com/Adata-Premier-Pro-SP900-128GB/Rating/1930
SSD,,Samsung,PM851 mSATA 256GB,566,68.1,1602,https://ssd.userbenchmark.com/SpeedTest/8695/SAMSUNG-SSD-PM851-mSATA-256GB
SSD,MKNSSDE3240GB,Mushkin,ECO3 240GB,567,67.8,497,https://ssd.userbenchmark.com/SpeedTest/82991/MKNSSDE3240GB
SSD,,PNY,SSD2SC240G3LC726B104-327 240GB,568,67.8,63,https://ssd.userbenchmark.com/SpeedTest/5640/SSD2SC240G3LC726B104-327
SSD,,SK,hynix SH920 2.5 128GB,569,67.7,253,https://ssd.userbenchmark.com/SpeedTest/12032/SK--hynix-SH920-25
SSD,SM2280S3/120G,Kingston,SM2280S3 SATA M.2 120GB,570,67.7,1124,https://ssd.userbenchmark.com/SpeedTest/14411/KINGSTON-SM2280S3120G
SSD,SDSSDX-120G-G25,SanDisk,Extreme 120GB,571,67.5,3773,https://ssd.userbenchmark.com/SpeedTest/1102/SanDisk-SDSSDX120GG25
SSD,,SK,hynix SH920 mSATA 256GB,572,67.5,381,https://ssd.userbenchmark.com/SpeedTest/5328/SK-hynix-SH920-mSATA-256GB
SSD,SSD7SC120GOPT-RB,PNY,Optima 120GB,573,67.5,85,https://ssd.userbenchmark.com/SpeedTest/15456/SSD2SC120G1SA754D117-443
SSD,SSD2SC120G1SA754D117,PNY,Optima 120GB,573,67.5,85,https://ssd.userbenchmark.com/SpeedTest/15456/SSD2SC120G1SA754D117-443
SSD,VTX3-25SAT3-120G,OCZ,Vertex 3 120GB,574,67.5,10748,https://ssd.userbenchmark.com/OCZ-Vertex-3-120GB/Rating/1927
SSD,ASP550SS3-960GM-C,Adata,Premier SP550 960GB,575,67.4,361,https://ssd.userbenchmark.com/Adata-Premier-SP550-960GB/Rating/3625
SSD,SSDSC2CT120A3,Intel,330 Series 120GB,576,67.1,5329,https://ssd.userbenchmark.com/Intel-330-Series-120GB/Rating/1933
SSD,SKC300S37A/120G,Kingston,SSDNow KC300 120GB,577,67.1,1024,https://ssd.userbenchmark.com/Kingston-SSDNow-KC300-120GB/Rating/2264
SSD,SUV400S37/120G,Kingston,SSDNow UV400 120GB,578,67.1,29332,https://ssd.userbenchmark.com/SpeedTest/137022/KINGSTON-SUV400S37120G
SSD,,Samsung,MZFLV128 NVMe PCIe M.2 128GB,579,67,1397,https://ssd.userbenchmark.com/SpeedTest/36806/NVMe-SAMSUNG-MZFLV128
SSD,SVP200S3/240G,Kingston,SSDNow V+200 240GB,580,67,215,https://ssd.userbenchmark.com/Kingston-SSDNow-V-200-240GB/Rating/1445
SSD,SSD7CS900-120-RB,PNY,CS900 120GB,581,66.9,4085,https://ssd.userbenchmark.com/SpeedTest/175702/PNY-CS900-120GB-SSD
SSD,SSDSC2BW180H601,Intel,535 Series 180GB,582,66.9,237,https://ssd.userbenchmark.com/SpeedTest/27834/INTEL-SSDSC2BW180H6
SSD,CT240BX500SSD1,Crucial,BX500 240GB,583,66.9,1198,https://ssd.userbenchmark.com/SpeedTest/578496/CT240BX500SSD1
SSD,R3SL480G,AMD,Radeon R3 480GB,584,66.9,249,https://ssd.userbenchmark.com/SpeedTest/134345/R3SL480G
SSD,,Geil,Zenith A3 120GB,585,66.8,45,https://ssd.userbenchmark.com/SpeedTest/16792/GeIL-ZENITH-A3-120GB
SSD,SD5SB2-128G-1006E,SanDisk,X100 128GB,586,66.8,615,https://ssd.userbenchmark.com/SpeedTest/3767/SanDisk-SD5SB2-128G-1006E
SSD,,Samsung,PM830 512GB,587,66.7,269,https://ssd.userbenchmark.com/SpeedTest/2045/SAMSUNG-SSD-PM830-25--7
SSD,SSDSC2BW120A401,Intel,530 Series 120GB,588,66.6,4686,https://ssd.userbenchmark.com/Intel-530-Series-120GB/Rating/1934
SSD,PX-128M3,Plextor,M3 128GB,589,66.5,320,https://ssd.userbenchmark.com/SpeedTest/1301/PLEXTOR-PX-128M3
SSD,,Liteonit,LMT-19nmBGA-128G 128GB,590,66.4,197,https://ssd.userbenchmark.com/SpeedTest/4185/LITEONIT-LMT-19nmBGA-128G
SSD,,Toshiba,THNSNF256GMCS 256GB,591,66.4,390,https://ssd.userbenchmark.com/SpeedTest/5493/TOSHIBA-THNSNF256GMCS
SSD,CSSD-N128GB3-BK,Corsair,Neutron 128GB,592,66.3,361,https://ssd.userbenchmark.com/SpeedTest/5914/Corsair-Neutron-SSD
SSD,SD7SN3Q-128G-1002,SanDisk,X300s SATA M.2 128GB,593,66.3,360,https://ssd.userbenchmark.com/SpeedTest/25335/SanDisk-SD7SN3Q-128G-1006
SSD,CT120M500SSD1,Crucial,M500 120GB,594,66.2,6485,https://ssd.userbenchmark.com/Crucial-M500-120GB/Rating/1888
SSD,SKC300S37A/180G,Kingston,SSDNow KC300 180GB,595,66.1,264,https://ssd.userbenchmark.com/SpeedTest/5528/KINGSTON-SKC300S37A180G
SSD,TRN100-25SAT3-240G,OCZ,Trion 100 240GB,596,66,4386,https://ssd.userbenchmark.com/OCZ-Trion-100-240GB/Rating/3501
SSD,,OCZ,AGILITY4 128GB,597,65.9,364,https://ssd.userbenchmark.com/SpeedTest/557/OCZ-AGILITY4
SSD,TS256GSSD320,Transcend,SSD320 256GB,598,65.9,59,https://ssd.userbenchmark.com/SpeedTest/3357/TS256GSSD320
SSD,,SanDisk,mSATA SD5SE2256G1002E 256GB,599,65.6,445,https://ssd.userbenchmark.com/SpeedTest/3945/SanDisk-SD5SE2256G1002E
SSD,SD6SP1M-256G-1012,SanDisk,X110 SATA M.2 256GB,600,65.5,169,https://ssd.userbenchmark.com/SpeedTest/8660/SanDisk-SD6SP1M256G1012
SSD,MKNSSDCR120GB,Mushkin,Chronos 120GB,601,65.3,359,https://ssd.userbenchmark.com/SpeedTest/3690/MKNSSDCR120GB
SSD,,Intel,SS DSC2BW180A3H 180GB,602,65,22,https://ssd.userbenchmark.com/SpeedTest/9583/INTEL-SS-DSC2BW180A3H
SSD,OCZSSDPX-1RVD0240,OCZ,RevoDrive PCIe 240GB,603,65,89,https://ssd.userbenchmark.com/SpeedTest/3328/OCZ-REVODRIV
SSD,SH100S3/120G,Kingston,HyperX 120GB,604,64.9,1497,https://ssd.userbenchmark.com/SpeedTest/1716/KINGSTON-SH100S3120G
SSD,,,HFS128G3AMNB-2200A 128GB,605,64.8,1005,https://ssd.userbenchmark.com/SpeedTest/5987/HFS128G3AMNB-2200A
SSD,CSSD-F240GBLS,Corsair,Force LS 240GB,606,64.8,1876,https://ssd.userbenchmark.com/Corsair-Force-LS-240GB/Rating/3340
SSD,CSSD-F180GBGT-BK,Corsair,Force GT 180GB,607,64.8,429,https://ssd.userbenchmark.com/SpeedTest/1126/Corsair-Force-GT
SSD,SDSSDA-960G-G25,SanDisk,SSD Plus 960GB,608,64.8,561,https://ssd.userbenchmark.com/SpeedTest/206516/SanDisk-SDSSDA960G
SSD,SDSSDA-960G-G26,SanDisk,SSD Plus 960GB,608,64.8,561,https://ssd.userbenchmark.com/SpeedTest/206516/SanDisk-SDSSDA960G
SSD,ASP920SS3-128GM-C,Adata,Premier Pro SP920 128GB,609,64.7,1400,https://ssd.userbenchmark.com/SpeedTest/10618/ADATA-SP920SS
SSD,SA400S37/240G,Kingston,A400 240GB,610,64.6,19829,https://ssd.userbenchmark.com/Kingston-A400-240GB/Rating/3953
SSD,CT512M4SSD2,Crucial,M4 512GB,611,64.4,1536,https://ssd.userbenchmark.com/SpeedTest/144/M4-CT512M4SSD2
SSD,2DP99AA#ABC,HP,S700 500GB,612,64.4,381,https://ssd.userbenchmark.com/SpeedTest/337629/HP-SSD-S700-500GB
SSD,PT240GS25SSDR,Patriot,Torch 240GB,613,64.3,30,https://ssd.userbenchmark.com/SpeedTest/18783/Patriot-Torch
SSD,TS128GMTS400,Transcend,MTS400 M.2 128GB,614,64.2,376,https://ssd.userbenchmark.com/SpeedTest/12551/TS128GMTS400
SSD,,Liteonit,LMT-128M3M 128GB,615,64.2,286,https://ssd.userbenchmark.com/SpeedTest/3187/LITEONIT-LMT-128M3M
SSD,,Samsung,PM851 mSATA 512GB,616,64.2,465,https://ssd.userbenchmark.com/SpeedTest/8717/SAMSUNG-SSD-PM851-mSATA-512GB
